"Year","Variable","Value","WaterUser","State"
2013,"Diversion",365666,"YUMA COUNTY WATER USERS ASSOCIATION","AZ"
2014,"Diversion",358729,"YUMA COUNTY WATER USERS ASSOCIATION","AZ"
2000,"ReturnFlow",139086,"YUMA COUNTY WATER USERS ASSOCIATION","AZ"
2001,"ReturnFlow",140634,"YUMA COUNTY WATER USERS ASSOCIATION","AZ"
2002,"ReturnFlow",131444,"YUMA COUNTY WATER USERS ASSOCIATION","AZ"
2003,"ReturnFlow",142759,"YUMA COUNTY WATER USERS ASSOCIATION","AZ"
2004,"ReturnFlow",125440,"YUMA COUNTY WATER USERS ASSOCIATION","AZ"
2005,"ReturnFlow",116775,"YUMA COUNTY WATER USERS ASSOCIATION","AZ"
2006,"ReturnFlow",111419,"YUMA COUNTY WATER USERS ASSOCIATION","AZ"
2007,"ReturnFlow",106058,"YUMA COUNTY WATER USERS ASSOCIATION","AZ"
2008,"ReturnFlow",96863,"YUMA COUNTY WATER USERS ASSOCIATION","AZ"
2009,"ReturnFlow",117001,"YUMA COUNTY WATER USERS ASSOCIATION","AZ"
2010,"ReturnFlow",110872,"YUMA COUNTY WATER USERS ASSOCIATION","AZ"
2011,"ReturnFlow",125223,"YUMA COUNTY WATER USERS ASSOCIATION","AZ"
2012,"ReturnFlow",131204,"YUMA COUNTY WATER USERS ASSOCIATION","AZ"
2013,"ReturnFlow",129297,"YUMA COUNTY WATER USERS ASSOCIATION","AZ"
2014,"ReturnFlow",124471,"YUMA COUNTY WATER USERS ASSOCIATION","AZ"
2000,"ConsumptiveUse",178526,"YUMA COUNTY WATER USERS ASSOCIATION","AZ"
2001,"ConsumptiveUse",230675,"YUMA COUNTY WATER USERS ASSOCIATION","AZ"
2002,"ConsumptiveUse",241227,"YUMA COUNTY WATER USERS ASSOCIATION","AZ"
2003,"ConsumptiveUse",210603,"YUMA COUNTY WATER USERS ASSOCIATION","AZ"
2004,"ConsumptiveUse",222309,"YUMA COUNTY WATER USERS ASSOCIATION","AZ"
2005,"ConsumptiveUse",227658,"YUMA COUNTY WATER USERS ASSOCIATION","AZ"
2006,"ConsumptiveUse",243091,"YUMA COUNTY WATER USERS ASSOCIATION","AZ"
2007,"ConsumptiveUse",241853,"YUMA COUNTY WATER USERS ASSOCIATION","AZ"
2008,"ConsumptiveUse",249717,"YUMA COUNTY WATER USERS ASSOCIATION","AZ"
2009,"ConsumptiveUse",225181,"YUMA COUNTY WATER USERS ASSOCIATION","AZ"
2010,"ConsumptiveUse",227272,"YUMA COUNTY WATER USERS ASSOCIATION","AZ"
2011,"ConsumptiveUse",242553,"YUMA COUNTY WATER USERS ASSOCIATION","AZ"
2012,"ConsumptiveUse",246055,"YUMA COUNTY WATER USERS ASSOCIATION","AZ"
2013,"ConsumptiveUse",236369,"YUMA COUNTY WATER USERS ASSOCIATION","AZ"
2014,"ConsumptiveUse",234258,"YUMA COUNTY WATER USERS ASSOCIATION","AZ"
2000,"Diversion",12087,"COCOPAH INDIAN RESERVATION","AZ"
2001,"Diversion",10091,"COCOPAH INDIAN RESERVATION","AZ"
2002,"Diversion",16080,"COCOPAH INDIAN RESERVATION","AZ"
2003,"Diversion",7917,"COCOPAH INDIAN RESERVATION","AZ"
2004,"Diversion",3878,"COCOPAH INDIAN RESERVATION","AZ"
2005,"Diversion",3661,"COCOPAH INDIAN RESERVATION","AZ"
2006,"Diversion",5284,"COCOPAH INDIAN RESERVATION","AZ"
2007,"Diversion",3451,"COCOPAH INDIAN RESERVATION","AZ"
2008,"Diversion",4884,"COCOPAH INDIAN RESERVATION","AZ"
2009,"Diversion",5064,"COCOPAH INDIAN RESERVATION","AZ"
2010,"Diversion",5751,"COCOPAH INDIAN RESERVATION","AZ"
2011,"Diversion",12123,"COCOPAH INDIAN RESERVATION","AZ"
2012,"Diversion",8729,"COCOPAH INDIAN RESERVATION","AZ"
2013,"Diversion",3200,"COCOPAH INDIAN RESERVATION","AZ"
2014,"Diversion",2890,"COCOPAH INDIAN RESERVATION","AZ"
2000,"ReturnFlow",26,"COCOPAH INDIAN RESERVATION","AZ"
2001,"ReturnFlow",133,"COCOPAH INDIAN RESERVATION","AZ"
2002,"ReturnFlow",74,"COCOPAH INDIAN RESERVATION","AZ"
2003,"ReturnFlow",1473,"COCOPAH INDIAN RESERVATION","AZ"
2004,"ReturnFlow",88,"COCOPAH INDIAN RESERVATION","AZ"
2005,"ReturnFlow",98,"COCOPAH INDIAN RESERVATION","AZ"
2006,"ReturnFlow",105,"COCOPAH INDIAN RESERVATION","AZ"
2007,"ReturnFlow",81,"COCOPAH INDIAN RESERVATION","AZ"
2008,"ReturnFlow",1010,"COCOPAH INDIAN RESERVATION","AZ"
2009,"ReturnFlow",1025,"COCOPAH INDIAN RESERVATION","AZ"
2010,"ReturnFlow",1994,"COCOPAH INDIAN RESERVATION","AZ"
2011,"ReturnFlow",4373,"COCOPAH INDIAN RESERVATION","AZ"
2012,"ReturnFlow",3146,"COCOPAH INDIAN RESERVATION","AZ"
2013,"ReturnFlow",1120,"COCOPAH INDIAN RESERVATION","AZ"
2014,"ReturnFlow",997,"COCOPAH INDIAN RESERVATION","AZ"
2000,"ConsumptiveUse",12061,"COCOPAH INDIAN RESERVATION","AZ"
2001,"ConsumptiveUse",9957,"COCOPAH INDIAN RESERVATION","AZ"
2002,"ConsumptiveUse",16006,"COCOPAH INDIAN RESERVATION","AZ"
2003,"ConsumptiveUse",6445,"COCOPAH INDIAN RESERVATION","AZ"
2004,"ConsumptiveUse",3790,"COCOPAH INDIAN RESERVATION","AZ"
2005,"ConsumptiveUse",3563,"COCOPAH INDIAN RESERVATION","AZ"
2006,"ConsumptiveUse",5179,"COCOPAH INDIAN RESERVATION","AZ"
2007,"ConsumptiveUse",3370,"COCOPAH INDIAN RESERVATION","AZ"
2008,"ConsumptiveUse",3874,"COCOPAH INDIAN RESERVATION","AZ"
2009,"ConsumptiveUse",4039,"COCOPAH INDIAN RESERVATION","AZ"
2010,"ConsumptiveUse",3757,"COCOPAH INDIAN RESERVATION","AZ"
2011,"ConsumptiveUse",7750,"COCOPAH INDIAN RESERVATION","AZ"
2012,"ConsumptiveUse",5583,"COCOPAH INDIAN RESERVATION","AZ"
2013,"ConsumptiveUse",2080,"COCOPAH INDIAN RESERVATION","AZ"
2014,"ConsumptiveUse",1893,"COCOPAH INDIAN RESERVATION","AZ"
2000,"Diversion",968,"YUMA AREA OFFICE, USBR","AZ"
2001,"Diversion",850,"YUMA AREA OFFICE, USBR","AZ"
2002,"Diversion",850,"YUMA AREA OFFICE, USBR","AZ"
2003,"Diversion",1140,"YUMA AREA OFFICE, USBR","AZ"
2004,"Diversion",1226,"YUMA AREA OFFICE, USBR","AZ"
2005,"Diversion",1186,"YUMA AREA OFFICE, USBR","AZ"
2006,"Diversion",29,"YUMA AREA OFFICE, USBR","AZ"
2007,"Diversion",85,"YUMA AREA OFFICE, USBR","AZ"
2008,"Diversion",872,"YUMA AREA OFFICE, USBR","AZ"
2009,"Diversion",153,"YUMA AREA OFFICE, USBR","AZ"
2010,"Diversion",532,"YUMA AREA OFFICE, USBR","AZ"
2011,"Diversion",323,"YUMA AREA OFFICE, USBR","AZ"
2012,"Diversion",18,"YUMA AREA OFFICE, USBR","AZ"
2013,"Diversion",1,"YUMA AREA OFFICE, USBR","AZ"
2014,"Diversion",60,"YUMA AREA OFFICE, USBR","AZ"
2000,"ReturnFlow",69525,"YUMA AREA OFFICE, USBR","AZ"
2001,"ReturnFlow",60814,"YUMA AREA OFFICE, USBR","AZ"
2002,"ReturnFlow",60354,"YUMA AREA OFFICE, USBR","AZ"
2003,"ReturnFlow",960,"YUMA AREA OFFICE, USBR","AZ"
2004,"ReturnFlow",0,"YUMA AREA OFFICE, USBR","AZ"
2005,"ReturnFlow",1033,"YUMA AREA OFFICE, USBR","AZ"
2006,"ReturnFlow",0,"YUMA AREA OFFICE, USBR","AZ"
2007,"ReturnFlow",0,"YUMA AREA OFFICE, USBR","AZ"
2008,"ReturnFlow",0,"YUMA AREA OFFICE, USBR","AZ"
2009,"ReturnFlow",0,"YUMA AREA OFFICE, USBR","AZ"
2010,"ReturnFlow",0,"YUMA AREA OFFICE, USBR","AZ"
2011,"ReturnFlow",0,"YUMA AREA OFFICE, USBR","AZ"
2012,"ReturnFlow",0,"YUMA AREA OFFICE, USBR","AZ"
2013,"ReturnFlow",0,"YUMA AREA OFFICE, USBR","AZ"
2014,"ReturnFlow",0,"YUMA AREA OFFICE, USBR","AZ"
2000,"ConsumptiveUse",968,"YUMA AREA OFFICE, USBR","AZ"
2001,"ConsumptiveUse",850,"YUMA AREA OFFICE, USBR","AZ"
2002,"ConsumptiveUse",850,"YUMA AREA OFFICE, USBR","AZ"
2003,"ConsumptiveUse",180,"YUMA AREA OFFICE, USBR","AZ"
2004,"ConsumptiveUse",1226,"YUMA AREA OFFICE, USBR","AZ"
2005,"ConsumptiveUse",153,"YUMA AREA OFFICE, USBR","AZ"
2006,"ConsumptiveUse",29,"YUMA AREA OFFICE, USBR","AZ"
2007,"ConsumptiveUse",85,"YUMA AREA OFFICE, USBR","AZ"
2008,"ConsumptiveUse",872,"YUMA AREA OFFICE, USBR","AZ"
2009,"ConsumptiveUse",153,"YUMA AREA OFFICE, USBR","AZ"
2010,"ConsumptiveUse",532,"YUMA AREA OFFICE, USBR","AZ"
2011,"ConsumptiveUse",323,"YUMA AREA OFFICE, USBR","AZ"
2012,"ConsumptiveUse",18,"YUMA AREA OFFICE, USBR","AZ"
2013,"ConsumptiveUse",1,"YUMA AREA OFFICE, USBR","AZ"
2014,"ConsumptiveUse",60,"YUMA AREA OFFICE, USBR","AZ"
2000,"Diversion",0,"South Gila Valley pumping from wells","AZ"
2001,"Diversion",0,"South Gila Valley pumping from wells","AZ"
2002,"Diversion",0,"South Gila Valley pumping from wells","AZ"
2003,"Diversion",0,"South Gila Valley pumping from wells","AZ"
2004,"Diversion",0,"South Gila Valley pumping from wells","AZ"
2005,"Diversion",0,"South Gila Valley pumping from wells","AZ"
2006,"Diversion",0,"South Gila Valley pumping from wells","AZ"
2007,"Diversion",0,"South Gila Valley pumping from wells","AZ"
2008,"Diversion",0,"South Gila Valley pumping from wells","AZ"
2009,"Diversion",0,"South Gila Valley pumping from wells","AZ"
2010,"Diversion",0,"South Gila Valley pumping from wells","AZ"
2011,"Diversion",0,"South Gila Valley pumping from wells","AZ"
2012,"Diversion",0,"South Gila Valley pumping from wells","AZ"
2013,"Diversion",0,"South Gila Valley pumping from wells","AZ"
2014,"Diversion",0,"South Gila Valley pumping from wells","AZ"
2000,"ReturnFlow",0,"South Gila Valley pumping from wells","AZ"
2001,"ReturnFlow",0,"South Gila Valley pumping from wells","AZ"
2002,"ReturnFlow",0,"South Gila Valley pumping from wells","AZ"
2003,"ReturnFlow",0,"South Gila Valley pumping from wells","AZ"
2004,"ReturnFlow",0,"South Gila Valley pumping from wells","AZ"
2005,"ReturnFlow",0,"South Gila Valley pumping from wells","AZ"
2006,"ReturnFlow",0,"South Gila Valley pumping from wells","AZ"
2007,"ReturnFlow",0,"South Gila Valley pumping from wells","AZ"
2008,"ReturnFlow",0,"South Gila Valley pumping from wells","AZ"
2009,"ReturnFlow",0,"South Gila Valley pumping from wells","AZ"
2010,"ReturnFlow",0,"South Gila Valley pumping from wells","AZ"
2011,"ReturnFlow",0,"South Gila Valley pumping from wells","AZ"
2012,"ReturnFlow",0,"South Gila Valley pumping from wells","AZ"
2013,"ReturnFlow",0,"South Gila Valley pumping from wells","AZ"
2014,"ReturnFlow",0,"South Gila Valley pumping from wells","AZ"
2000,"ConsumptiveUse",0,"South Gila Valley pumping from wells","AZ"
2001,"ConsumptiveUse",0,"South Gila Valley pumping from wells","AZ"
2002,"ConsumptiveUse",0,"South Gila Valley pumping from wells","AZ"
2003,"ConsumptiveUse",0,"South Gila Valley pumping from wells","AZ"
2004,"ConsumptiveUse",0,"South Gila Valley pumping from wells","AZ"
2005,"ConsumptiveUse",0,"South Gila Valley pumping from wells","AZ"
2006,"ConsumptiveUse",0,"South Gila Valley pumping from wells","AZ"
2007,"ConsumptiveUse",0,"South Gila Valley pumping from wells","AZ"
2008,"ConsumptiveUse",0,"South Gila Valley pumping from wells","AZ"
2009,"ConsumptiveUse",0,"South Gila Valley pumping from wells","AZ"
2010,"ConsumptiveUse",0,"South Gila Valley pumping from wells","AZ"
2011,"ConsumptiveUse",0,"South Gila Valley pumping from wells","AZ"
2012,"ConsumptiveUse",0,"South Gila Valley pumping from wells","AZ"
2013,"ConsumptiveUse",0,"South Gila Valley pumping from wells","AZ"
2014,"ConsumptiveUse",0,"South Gila Valley pumping from wells","AZ"
2000,"Diversion",54367,"OTHER USERS PUMPING FROM THE COLORADO","AZ"
2001,"Diversion",53658,"OTHER USERS PUMPING FROM THE COLORADO","AZ"
2002,"Diversion",39850,"OTHER USERS PUMPING FROM THE COLORADO","AZ"
2003,"Diversion",25829,"OTHER USERS PUMPING FROM THE COLORADO","AZ"
2004,"Diversion",29985,"OTHER USERS PUMPING FROM THE COLORADO","AZ"
2005,"Diversion",28484,"OTHER USERS PUMPING FROM THE COLORADO","AZ"
2006,"Diversion",26699,"OTHER USERS PUMPING FROM THE COLORADO","AZ"
2007,"Diversion",29422,"OTHER USERS PUMPING FROM THE COLORADO","AZ"
2008,"Diversion",24808,"OTHER USERS PUMPING FROM THE COLORADO","AZ"
2009,"Diversion",25910,"OTHER USERS PUMPING FROM THE COLORADO","AZ"
2010,"Diversion",25403,"OTHER USERS PUMPING FROM THE COLORADO","AZ"
2011,"Diversion",24954,"OTHER USERS PUMPING FROM THE COLORADO","AZ"
2012,"Diversion",25093,"OTHER USERS PUMPING FROM THE COLORADO","AZ"
2013,"Diversion",13451,"OTHER USERS PUMPING FROM THE COLORADO","AZ"
2014,"Diversion",14666,"OTHER USERS PUMPING FROM THE COLORADO","AZ"
2000,"ReturnFlow",0,"OTHER USERS PUMPING FROM THE COLORADO","AZ"
2001,"ReturnFlow",0,"OTHER USERS PUMPING FROM THE COLORADO","AZ"
2002,"ReturnFlow",0,"OTHER USERS PUMPING FROM THE COLORADO","AZ"
2003,"ReturnFlow",9041,"OTHER USERS PUMPING FROM THE COLORADO","AZ"
2004,"ReturnFlow",10498,"OTHER USERS PUMPING FROM THE COLORADO","AZ"
2005,"ReturnFlow",9969,"OTHER USERS PUMPING FROM THE COLORADO","AZ"
2006,"ReturnFlow",9341,"OTHER USERS PUMPING FROM THE COLORADO","AZ"
2007,"ReturnFlow",10303,"OTHER USERS PUMPING FROM THE COLORADO","AZ"
2008,"ReturnFlow",8683,"OTHER USERS PUMPING FROM THE COLORADO","AZ"
2009,"ReturnFlow",9068,"OTHER USERS PUMPING FROM THE COLORADO","AZ"
2010,"ReturnFlow",9017,"OTHER USERS PUMPING FROM THE COLORADO","AZ"
2011,"ReturnFlow",8726,"OTHER USERS PUMPING FROM THE COLORADO","AZ"
2012,"ReturnFlow",8992,"OTHER USERS PUMPING FROM THE COLORADO","AZ"
2013,"ReturnFlow",4790,"OTHER USERS PUMPING FROM THE COLORADO","AZ"
2014,"ReturnFlow",5219,"OTHER USERS PUMPING FROM THE COLORADO","AZ"
2000,"ConsumptiveUse",54367,"OTHER USERS PUMPING FROM THE COLORADO","AZ"
2001,"ConsumptiveUse",53658,"OTHER USERS PUMPING FROM THE COLORADO","AZ"
2002,"ConsumptiveUse",39850,"OTHER USERS PUMPING FROM THE COLORADO","AZ"
2003,"ConsumptiveUse",16788,"OTHER USERS PUMPING FROM THE COLORADO","AZ"
2004,"ConsumptiveUse",19487,"OTHER USERS PUMPING FROM THE COLORADO","AZ"
2005,"ConsumptiveUse",18515,"OTHER USERS PUMPING FROM THE COLORADO","AZ"
2006,"ConsumptiveUse",17358,"OTHER USERS PUMPING FROM THE COLORADO","AZ"
2007,"ConsumptiveUse",19119,"OTHER USERS PUMPING FROM THE COLORADO","AZ"
2008,"ConsumptiveUse",16125,"OTHER USERS PUMPING FROM THE COLORADO","AZ"
2009,"ConsumptiveUse",16842,"OTHER USERS PUMPING FROM THE COLORADO","AZ"
2010,"ConsumptiveUse",16386,"OTHER USERS PUMPING FROM THE COLORADO","AZ"
2011,"ConsumptiveUse",16228,"OTHER USERS PUMPING FROM THE COLORADO","AZ"
2012,"ConsumptiveUse",16101,"OTHER USERS PUMPING FROM THE COLORADO","AZ"
2013,"ConsumptiveUse",8661,"OTHER USERS PUMPING FROM THE COLORADO","AZ"
2014,"ConsumptiveUse",9447,"OTHER USERS PUMPING FROM THE COLORADO","AZ"
2000,"Diversion",3513099,"ARIZONA TOTALS","AZ"
2001,"Diversion",3556904,"ARIZONA TOTALS","AZ"
2002,"Diversion",3692089,"ARIZONA TOTALS","AZ"
2003,"Diversion",3686231,"ARIZONA TOTALS","AZ"
2004,"Diversion",3630062,"ARIZONA TOTALS","AZ"
2005,"Diversion",3224205,"ARIZONA TOTALS","AZ"
2006,"Diversion",3600049,"ARIZONA TOTALS","AZ"
2007,"Diversion",3637614.64532294,"ARIZONA TOTALS","AZ"
2008,"Diversion",3581474,"ARIZONA TOTALS","AZ"
2009,"Diversion",3663760,"ARIZONA TOTALS","AZ"
2010,"Diversion",3602466,"ARIZONA TOTALS","AZ"
2011,"Diversion",3642930,"ARIZONA TOTALS","AZ"
2012,"Diversion",3657009,"ARIZONA TOTALS","AZ"
2013,"Diversion",3619387,"ARIZONA TOTALS","AZ"
2014,"Diversion",3605944,"ARIZONA TOTALS","AZ"
2000,"ReturnFlow",710341,"ARIZONA TOTALS","AZ"
2001,"ReturnFlow",715876,"ARIZONA TOTALS","AZ"
2002,"ReturnFlow",722859,"ARIZONA TOTALS","AZ"
2003,"ReturnFlow",855631,"ARIZONA TOTALS","AZ"
2004,"ReturnFlow",845417,"ARIZONA TOTALS","AZ"
2005,"ReturnFlow",795736,"ARIZONA TOTALS","AZ"
2006,"ReturnFlow",817183,"ARIZONA TOTALS","AZ"
2007,"ReturnFlow",854291.937769231,"ARIZONA TOTALS","AZ"
2008,"ReturnFlow",828977,"ARIZONA TOTALS","AZ"
2009,"ReturnFlow",832049,"ARIZONA TOTALS","AZ"
2010,"ReturnFlow",822099,"ARIZONA TOTALS","AZ"
2011,"ReturnFlow",861822,"ARIZONA TOTALS","AZ"
2012,"ReturnFlow",867342,"ARIZONA TOTALS","AZ"
2013,"ReturnFlow",840520,"ARIZONA TOTALS","AZ"
2014,"ReturnFlow",831283,"ARIZONA TOTALS","AZ"
2000,"ConsumptiveUse",2802758,"ARIZONA TOTALS","AZ"
2001,"ConsumptiveUse",2841028,"ARIZONA TOTALS","AZ"
2002,"ConsumptiveUse",2969230,"ARIZONA TOTALS","AZ"
2003,"ConsumptiveUse",2830599,"ARIZONA TOTALS","AZ"
2004,"ConsumptiveUse",2784645,"ARIZONA TOTALS","AZ"
2005,"ConsumptiveUse",2428469,"ARIZONA TOTALS","AZ"
2006,"ConsumptiveUse",2782866,"ARIZONA TOTALS","AZ"
2007,"ConsumptiveUse",2783322.70755371,"ARIZONA TOTALS","AZ"
2008,"ConsumptiveUse",2752497,"ARIZONA TOTALS","AZ"
2009,"ConsumptiveUse",2831711,"ARIZONA TOTALS","AZ"
2010,"ConsumptiveUse",2780367,"ARIZONA TOTALS","AZ"
2011,"ConsumptiveUse",2781108,"ARIZONA TOTALS","AZ"
2012,"ConsumptiveUse",2789667,"ARIZONA TOTALS","AZ"
2013,"ConsumptiveUse",2778867,"ARIZONA TOTALS","AZ"
2014,"ConsumptiveUse",2774661,"ARIZONA TOTALS","AZ"
2000,"Diversion",23303,"FORT MOJAVE INDIAN RESERVATION","CA"
2001,"Diversion",18512,"FORT MOJAVE INDIAN RESERVATION","CA"
2002,"Diversion",16494,"FORT MOJAVE INDIAN RESERVATION","CA"
2003,"Diversion",16481,"FORT MOJAVE INDIAN RESERVATION","CA"
2004,"Diversion",16019,"FORT MOJAVE INDIAN RESERVATION","CA"
2005,"Diversion",16307,"FORT MOJAVE INDIAN RESERVATION","CA"
2006,"Diversion",18827,"FORT MOJAVE INDIAN RESERVATION","CA"
2007,"Diversion",21323,"FORT MOJAVE INDIAN RESERVATION","CA"
2008,"Diversion",14917,"FORT MOJAVE INDIAN RESERVATION","CA"
2009,"Diversion",18138,"FORT MOJAVE INDIAN RESERVATION","CA"
2010,"Diversion",11773,"FORT MOJAVE INDIAN RESERVATION","CA"
2011,"Diversion",14826,"FORT MOJAVE INDIAN RESERVATION","CA"
2012,"Diversion",15839,"FORT MOJAVE INDIAN RESERVATION","CA"
2013,"Diversion",15301,"FORT MOJAVE INDIAN RESERVATION","CA"
2014,"Diversion",16509,"FORT MOJAVE INDIAN RESERVATION","CA"
2000,"ReturnFlow",0,"FORT MOJAVE INDIAN RESERVATION","CA"
2001,"ReturnFlow",0,"FORT MOJAVE INDIAN RESERVATION","CA"
2002,"ReturnFlow",0,"FORT MOJAVE INDIAN RESERVATION","CA"
2003,"ReturnFlow",7615,"FORT MOJAVE INDIAN RESERVATION","CA"
2004,"ReturnFlow",7402,"FORT MOJAVE INDIAN RESERVATION","CA"
2005,"ReturnFlow",7534,"FORT MOJAVE INDIAN RESERVATION","CA"
2006,"ReturnFlow",8698,"FORT MOJAVE INDIAN RESERVATION","CA"
2007,"ReturnFlow",9852,"FORT MOJAVE INDIAN RESERVATION","CA"
2008,"ReturnFlow",6894,"FORT MOJAVE INDIAN RESERVATION","CA"
2009,"ReturnFlow",8381,"FORT MOJAVE INDIAN RESERVATION","CA"
2010,"ReturnFlow",5440,"FORT MOJAVE INDIAN RESERVATION","CA"
2011,"ReturnFlow",6850,"FORT MOJAVE INDIAN RESERVATION","CA"
2012,"ReturnFlow",7318,"FORT MOJAVE INDIAN RESERVATION","CA"
2013,"ReturnFlow",7071,"FORT MOJAVE INDIAN RESERVATION","CA"
2014,"ReturnFlow",7628,"FORT MOJAVE INDIAN RESERVATION","CA"
2000,"ConsumptiveUse",23303,"FORT MOJAVE INDIAN RESERVATION","CA"
2001,"ConsumptiveUse",18512,"FORT MOJAVE INDIAN RESERVATION","CA"
2002,"ConsumptiveUse",16494,"FORT MOJAVE INDIAN RESERVATION","CA"
2003,"ConsumptiveUse",8866,"FORT MOJAVE INDIAN RESERVATION","CA"
2004,"ConsumptiveUse",8617,"FORT MOJAVE INDIAN RESERVATION","CA"
2005,"ConsumptiveUse",8773,"FORT MOJAVE INDIAN RESERVATION","CA"
2006,"ConsumptiveUse",10129,"FORT MOJAVE INDIAN RESERVATION","CA"
2007,"ConsumptiveUse",11471,"FORT MOJAVE INDIAN RESERVATION","CA"
2008,"ConsumptiveUse",8023,"FORT MOJAVE INDIAN RESERVATION","CA"
2009,"ConsumptiveUse",9757,"FORT MOJAVE INDIAN RESERVATION","CA"
2010,"ConsumptiveUse",6333,"FORT MOJAVE INDIAN RESERVATION","CA"
2011,"ConsumptiveUse",7976,"FORT MOJAVE INDIAN RESERVATION","CA"
2012,"ConsumptiveUse",8521,"FORT MOJAVE INDIAN RESERVATION","CA"
2013,"ConsumptiveUse",8230,"FORT MOJAVE INDIAN RESERVATION","CA"
2014,"ConsumptiveUse",8881,"FORT MOJAVE INDIAN RESERVATION","CA"
2000,"Diversion",2475,"CITY OF NEEDLES","CA"
2001,"Diversion",2717,"CITY OF NEEDLES","CA"
2002,"Diversion",2559,"CITY OF NEEDLES","CA"
2003,"Diversion",2583,"CITY OF NEEDLES","CA"
2004,"Diversion",2097,"CITY OF NEEDLES","CA"
2005,"Diversion",2461,"CITY OF NEEDLES","CA"
2006,"Diversion",2626,"CITY OF NEEDLES","CA"
2007,"Diversion",2587,"CITY OF NEEDLES","CA"
2008,"Diversion",2481,"CITY OF NEEDLES","CA"
2009,"Diversion",2441,"CITY OF NEEDLES","CA"
2010,"Diversion",2343,"CITY OF NEEDLES","CA"
2011,"Diversion",1975,"CITY OF NEEDLES","CA"
2012,"Diversion",2227,"CITY OF NEEDLES","CA"
2013,"Diversion",2200,"CITY OF NEEDLES","CA"
2014,"Diversion",2041,"CITY OF NEEDLES","CA"
2000,"ReturnFlow",1649,"CITY OF NEEDLES","CA"
2001,"ReturnFlow",585,"CITY OF NEEDLES","CA"
2002,"ReturnFlow",1134,"CITY OF NEEDLES","CA"
2003,"ReturnFlow",1078,"CITY OF NEEDLES","CA"
2004,"ReturnFlow",517,"CITY OF NEEDLES","CA"
2005,"ReturnFlow",504,"CITY OF NEEDLES","CA"
2006,"ReturnFlow",911,"CITY OF NEEDLES","CA"
2007,"ReturnFlow",920,"CITY OF NEEDLES","CA"
2008,"ReturnFlow",867,"CITY OF NEEDLES","CA"
2009,"ReturnFlow",610,"CITY OF NEEDLES","CA"
2010,"ReturnFlow",642,"CITY OF NEEDLES","CA"
2011,"ReturnFlow",588,"CITY OF NEEDLES","CA"
2012,"ReturnFlow",342,"CITY OF NEEDLES","CA"
2013,"ReturnFlow",342,"CITY OF NEEDLES","CA"
2014,"ReturnFlow",342,"CITY OF NEEDLES","CA"
2000,"ConsumptiveUse",826,"CITY OF NEEDLES","CA"
2001,"ConsumptiveUse",2132,"CITY OF NEEDLES","CA"
2002,"ConsumptiveUse",1425,"CITY OF NEEDLES","CA"
2003,"ConsumptiveUse",1506,"CITY OF NEEDLES","CA"
2004,"ConsumptiveUse",1580,"CITY OF NEEDLES","CA"
2005,"ConsumptiveUse",1957,"CITY OF NEEDLES","CA"
2006,"ConsumptiveUse",1715,"CITY OF NEEDLES","CA"
2007,"ConsumptiveUse",1667,"CITY OF NEEDLES","CA"
2008,"ConsumptiveUse",1614,"CITY OF NEEDLES","CA"
2009,"ConsumptiveUse",1831,"CITY OF NEEDLES","CA"
2010,"ConsumptiveUse",1701,"CITY OF NEEDLES","CA"
2011,"ConsumptiveUse",1387,"CITY OF NEEDLES","CA"
2012,"ConsumptiveUse",1885,"CITY OF NEEDLES","CA"
2013,"ConsumptiveUse",1858,"CITY OF NEEDLES","CA"
2014,"ConsumptiveUse",1699,"CITY OF NEEDLES","CA"
2000,"Diversion",342,"CHEMEHUEVI INDIAN RESERVATION","CA"
2001,"Diversion",216,"CHEMEHUEVI INDIAN RESERVATION","CA"
2002,"Diversion",89,"CHEMEHUEVI INDIAN RESERVATION","CA"
2003,"Diversion",621,"CHEMEHUEVI INDIAN RESERVATION","CA"
2004,"Diversion",1444,"CHEMEHUEVI INDIAN RESERVATION","CA"
2005,"Diversion",1496,"CHEMEHUEVI INDIAN RESERVATION","CA"
2006,"Diversion",294,"CHEMEHUEVI INDIAN RESERVATION","CA"
2007,"Diversion",294,"CHEMEHUEVI INDIAN RESERVATION","CA"
2008,"Diversion",365,"CHEMEHUEVI INDIAN RESERVATION","CA"
2009,"Diversion",365,"CHEMEHUEVI INDIAN RESERVATION","CA"
2010,"Diversion",145,"CHEMEHUEVI INDIAN RESERVATION","CA"
2011,"Diversion",174,"CHEMEHUEVI INDIAN RESERVATION","CA"
2012,"Diversion",170,"CHEMEHUEVI INDIAN RESERVATION","CA"
2013,"Diversion",226,"CHEMEHUEVI INDIAN RESERVATION","CA"
2014,"Diversion",246,"CHEMEHUEVI INDIAN RESERVATION","CA"
2000,"ReturnFlow",0,"CHEMEHUEVI INDIAN RESERVATION","CA"
2001,"ReturnFlow",0,"CHEMEHUEVI INDIAN RESERVATION","CA"
2002,"ReturnFlow",0,"CHEMEHUEVI INDIAN RESERVATION","CA"
2003,"ReturnFlow",287,"CHEMEHUEVI INDIAN RESERVATION","CA"
2004,"ReturnFlow",668,"CHEMEHUEVI INDIAN RESERVATION","CA"
2005,"ReturnFlow",692,"CHEMEHUEVI INDIAN RESERVATION","CA"
2006,"ReturnFlow",136,"CHEMEHUEVI INDIAN RESERVATION","CA"
