Date,Reservoir,Variable,Value
1995-07-31,Mead,storage,20240750.00
1995-08-31,Mead,storage,20367000.00
1995-09-30,Mead,storage,20713804.69
1995-10-31,Mead,storage,20963320.31
1995-11-30,Mead,storage,21448703.13
1995-12-31,Mead,storage,21624886.72
1996-01-31,Mead,storage,21980443.36
1996-02-29,Mead,storage,22031218.75
1996-03-31,Mead,storage,22031218.75
1996-04-30,Mead,storage,21881750.00
1996-05-31,Mead,storage,21672402.34
1996-06-30,Mead,storage,21556777.34
1996-07-31,Mead,storage,21533140.63
1996-08-31,Mead,storage,21499783.20
1996-09-30,Mead,storage,21613755.86
1996-10-31,Mead,storage,21714408.20
1996-11-30,Mead,storage,21876105.47
1996-12-31,Mead,storage,22111580.08
1997-01-31,Mead,storage,22288460.94
1997-02-28,Mead,storage,22413931.64
1997-03-31,Mead,storage,22786396.48
1997-04-30,Mead,storage,22917451.17
1997-05-31,Mead,storage,22910234.38
1997-06-30,Mead,storage,23254031.25
1997-07-31,Mead,storage,23426029.30
1997-08-31,Mead,storage,23577443.36
1997-09-30,Mead,storage,23768699.22
1997-10-31,Mead,storage,24342642.58
1997-11-30,Mead,storage,24822408.20
1997-12-31,Mead,storage,25104562.50
1998-01-31,Mead,storage,25067603.52
1998-02-28,Mead,storage,25013707.03
1998-03-31,Mead,storage,25046041.02
1998-04-30,Mead,storage,24813218.75
1998-05-31,Mead,storage,24637675.78
1998-06-30,Mead,storage,24672632.81
1998-07-31,Mead,storage,24765798.83
1998-08-31,Mead,storage,25052207.03
1998-09-30,Mead,storage,25126125.00
1998-10-31,Mead,storage,25277800.00
1998-11-30,Mead,storage,25127666.00
1998-12-31,Mead,storage,24781094.00
1999-01-31,Mead,storage,24836172.00
1999-02-28,Mead,storage,24898908.00
1999-03-31,Mead,storage,24662000.00
1999-04-30,Mead,storage,24216008.00
1999-05-31,Mead,storage,24001500.00
1999-06-30,Mead,storage,23856604.00
1999-07-31,Mead,storage,23988004.00
1999-08-31,Mead,storage,24206998.00
1999-09-30,Mead,storage,24592086.00
1999-10-31,Mead,storage,24716828.00
1999-11-30,Mead,storage,24788732.00
1999-12-31,Mead,storage,24996810.00
2000-01-31,Mead,storage,25046042.00
2000-02-29,Mead,storage,24973876.00
2000-03-31,Mead,storage,24598154.00
2000-04-30,Mead,storage,24213004.00
2000-05-31,Mead,storage,24046506.00
2000-06-30,Mead,storage,23514224.00
2000-07-31,Mead,storage,22911676.00
2000-08-31,Mead,storage,22435384.00
2000-09-30,Mead,storage,22443956.00
2000-10-31,Mead,storage,22435384.00
2000-11-30,Mead,storage,22405344.00
2000-12-31,Mead,storage,22358160.00
2001-01-31,Mead,storage,22522882.00
2001-02-28,Mead,storage,22429660.00
2001-03-31,Mead,storage,22153886.00
2001-04-30,Mead,storage,21602640.00
2001-05-31,Mead,storage,21127152.00
2001-06-30,Mead,storage,20557200.00
2001-07-31,Mead,storage,20244744.00
2001-08-31,Mead,storage,20137038.00
2001-09-30,Mead,storage,19872756.00
2001-10-31,Mead,storage,19881934.00
2001-11-30,Mead,storage,19775816.00
2001-12-31,Mead,storage,19795468.00
2002-01-31,Mead,storage,19870132.00
2002-02-28,Mead,storage,19682000.00
2002-03-31,Mead,storage,19112000.00
2002-04-30,Mead,storage,18538760.00
2002-05-31,Mead,storage,17915192.00
2002-06-30,Mead,storage,17533000.00
2002-07-31,Mead,storage,17342684.00
2002-08-31,Mead,storage,17209000.00
2002-09-30,Mead,storage,17093000.00
2002-10-31,Mead,storage,17032352.00
2002-11-30,Mead,storage,16850000.00
2002-12-31,Mead,storage,16717691.00
2003-01-31,Mead,storage,16853616.00
2003-02-28,Mead,storage,16978304.00
2003-03-31,Mead,storage,16826256.00
2003-04-30,Mead,storage,16286702.00
2003-05-31,Mead,storage,15893446.00
2003-06-30,Mead,storage,15732514.00
2003-07-31,Mead,storage,15597586.00
2003-08-31,Mead,storage,15741000.00
2003-09-30,Mead,storage,15617840.00
2003-10-31,Mead,storage,15517024.00
2003-11-30,Mead,storage,15337398.00
2003-12-31,Mead,storage,15299600.00
2004-01-31,Mead,storage,15433731.00
2004-02-29,Mead,storage,15403769.00
2004-03-31,Mead,storage,15255195.00
2004-04-30,Mead,storage,14865938.00
2004-05-31,Mead,storage,14324000.00
2004-06-30,Mead,storage,14044000.00
2004-07-31,Mead,storage,13924000.00
2004-08-31,Mead,storage,14018000.00
2004-09-30,Mead,storage,13937000.00
2004-10-31,Mead,storage,14094430.00
2004-11-30,Mead,storage,14367260.00
2004-12-31,Mead,storage,14355020.00
2005-01-31,Mead,storage,15118600.00
2005-02-28,Mead,storage,15739000.00
2005-03-31,Mead,storage,16219600.00
2005-04-30,Mead,storage,15868600.00
2005-05-31,Mead,storage,15593340.00
2005-06-30,Mead,storage,15441220.00
2005-07-31,Mead,storage,15288050.00
2005-08-31,Mead,storage,15351050.00
2005-09-30,Mead,storage,15219160.00
2005-10-31,Mead,storage,15078040.00
2005-11-30,Mead,storage,14896080.00
2005-12-31,Mead,storage,15131080.00
2006-01-31,Mead,storage,15335300.00
2006-02-28,Mead,storage,15520200.00
2006-03-31,Mead,storage,15337400.00
2006-04-30,Mead,storage,14965760.00
2006-05-31,Mead,storage,14470420.00
2006-06-30,Mead,storage,14178260.00
2006-07-31,Mead,storage,13993000.00
2006-08-31,Mead,storage,14005000.00
2006-09-30,Mead,storage,13887000.00
2006-10-31,Mead,storage,13964000.00
2006-11-30,Mead,storage,14014000.00
2006-12-31,Mead,storage,14164120.00
2007-01-31,Mead,storage,14308550.00
2007-02-28,Mead,storage,14288350.00
2007-03-31,Mead,storage,13930000.00
2007-04-30,Mead,storage,13425930.00
2007-05-31,Mead,storage,12962550.00
2007-06-30,Mead,storage,12735000.00
2007-07-31,Mead,storage,12553520.00
2007-08-31,Mead,storage,12577960.00
2007-09-30,Mead,storage,12504640.00
2007-10-31,Mead,storage,12494350.00
2007-11-30,Mead,storage,12519680.00
2007-12-31,Mead,storage,12859760.00
2008-01-31,Mead,storage,13017160.00
2008-02-29,Mead,storage,13062280.00
2008-03-31,Mead,storage,12939750.00
2008-04-30,Mead,storage,12462730.00
2008-05-31,Mead,storage,12131600.00
2008-06-30,Mead,storage,11941180.00
2008-07-31,Mead,storage,11890220.00
2008-08-31,Mead,storage,11954960.00
2008-09-30,Mead,storage,12012920.00
2008-10-31,Mead,storage,12213480.00
2008-11-30,Mead,storage,12157360.00
2008-12-31,Mead,storage,12496210.00
2009-01-31,Mead,storage,12572320.00
2009-02-28,Mead,storage,12539420.00
2009-03-31,Mead,storage,12163800.00
2009-04-30,Mead,storage,11604400.00
2009-05-31,Mead,storage,11216960.00
2009-06-30,Mead,storage,11070880.00
2009-07-31,Mead,storage,10978400.00
2009-08-31,Mead,storage,10937510.00
2009-09-30,Mead,storage,10933160.00
2009-10-31,Mead,storage,10896620.00
2009-11-30,Mead,storage,10919240.00
2009-12-31,Mead,storage,11162400.00
2010-01-31,Mead,storage,11492800.00
2010-02-28,Mead,storage,11780110.00
2010-03-31,Mead,storage,11550400.00
2010-04-30,Mead,storage,11313000.00
2010-05-31,Mead,storage,10987100.00
2010-06-30,Mead,storage,10555800.00
2010-07-31,Mead,storage,10357480.00
2010-08-31,Mead,storage,10352440.00
2010-09-30,Mead,storage,10092040.00
2010-10-31,Mead,storage,9970880.00
2010-11-30,Mead,storage,9936080.00
2010-12-31,Mead,storage,10301200.00
2011-01-31,Mead,storage,10764510.00
2011-02-28,Mead,storage,11116640.00
2011-03-31,Mead,storage,11170320.00
2011-04-30,Mead,storage,11114880.00
2011-05-31,Mead,storage,11304100.00
2011-06-30,Mead,storage,11705200.00
2011-07-31,Mead,storage,12133440.00
2011-08-31,Mead,storage,12730300.00
2011-09-30,Mead,storage,12976840.00
2011-10-31,Mead,storage,13456000.00
2011-11-30,Mead,storage,13933000.00
2011-12-31,Mead,storage,14643660.00
2012-01-31,Mead,storage,15022287.32
2012-02-29,Mead,storage,14906884.28
2012-03-31,Mead,storage,14534571.42
2012-04-30,Mead,storage,13986495.84
2012-05-31,Mead,storage,13541210.80
2012-06-30,Mead,storage,13199816.60
2012-07-31,Mead,storage,13207475.80
2012-08-31,Mead,storage,13268882.76
2012-09-30,Mead,storage,13134776.64
2012-10-31,Mead,storage,13263114.00
2012-11-30,Mead,storage,13334308.12
2012-12-31,Mead,storage,13636479.56
2013-01-31,Mead,storage,13828021.60
2013-02-28,Mead,storage,13810367.20
2013-03-31,Mead,storage,13464646.70
2013-04-30,Mead,storage,12920890.78
2013-05-31,Mead,storage,12494717.84
2013-06-30,Mead,storage,12275581.24
2013-07-31,Mead,storage,12270094.96
2013-08-31,Mead,storage,12289327.88
2013-09-30,Mead,storage,12361840.96
2013-10-31,Mead,storage,12098773.60
2013-11-30,Mead,storage,12310413.36
2013-12-31,Mead,storage,12344382.24
2014-01-31,Mead,storage,12530877.00
2014-02-28,Mead,storage,12455863.28
2014-03-31,Mead,storage,11888375.54
2014-04-30,Mead,storage,11253518.00
2014-05-31,Mead,storage,10638802.00
2014-06-30,Mead,storage,10232606.00
2014-07-31,Mead,storage,10060758.00
2014-08-31,Mead,storage,10139821.00
2014-09-30,Mead,storage,10121487.00
2014-10-31,Mead,storage,10243500.00
2014-11-30,Mead,storage,10308989.20
2014-12-31,Mead,storage,10667030.40
2015-01-31,Mead,storage,10728727.20
2015-02-28,Mead,storage,10769109.60
2015-03-31,Mead,storage,10418620.40
2015-04-30,Mead,storage,9930776.00
2015-05-31,Mead,storage,9728809.80
2015-06-30,Mead,storage,9607485.60
1935-02-28,Mead,pool elevation,708.70
1935-03-31,Mead,pool elevation,701.70
1935-04-30,Mead,pool elevation,752.40
1935-05-31,Mead,pool elevation,806.60
1935-06-30,Mead,pool elevation,910.80
1935-07-31,Mead,pool elevation,928.45
1935-08-31,Mead,pool elevation,925.90
1935-09-30,Mead,pool elevation,920.75
1935-10-31,Mead,pool elevation,914.90
1935-11-30,Mead,pool elevation,908.30
1935-12-31,Mead,pool elevation,908.40
1936-01-31,Mead,pool elevation,907.90
1936-02-29,Mead,pool elevation,908.35
1936-03-31,Mead,pool elevation,906.90
1936-04-30,Mead,pool elevation,922.25
1936-05-31,Mead,pool elevation,982.40
1936-06-30,Mead,pool elevation,1015.50
1936-07-31,Mead,pool elevation,1020.45
1936-08-31,Mead,pool elevation,1024.45
1936-09-30,Mead,pool elevation,1024.60
1936-10-31,Mead,pool elevation,1022.55
1936-11-30,Mead,pool elevation,1023.55
1936-12-31,Mead,pool elevation,1023.35
1937-01-31,Mead,pool elevation,1022.25
1937-02-28,Mead,pool elevation,1026.15
1937-03-31,Mead,pool elevation,1031.00
1937-04-30,Mead,pool elevation,1044.55
1937-05-31,Mead,pool elevation,1078.71
1937-06-30,Mead,pool elevation,1096.53
1937-07-31,Mead,pool elevation,1102.78
1937-08-31,Mead,pool elevation,1099.53
1937-09-30,Mead,pool elevation,1097.65
1937-10-31,Mead,pool elevation,1096.72
1937-11-30,Mead,pool elevation,1095.98
1937-12-31,Mead,pool elevation,1095.75
1938-01-31,Mead,pool elevation,1095.00
1938-02-28,Mead,pool elevation,1094.83
1938-03-31,Mead,pool elevation,1100.18
1938-04-30,Mead,pool elevation,1109.20
1938-05-31,Mead,pool elevation,1134.30
1938-06-30,Mead,pool elevation,1165.60
1938-07-31,Mead,pool elevation,1173.52
1938-08-31,Mead,pool elevation,1171.94
1938-09-30,Mead,pool elevation,1173.82
1938-10-31,Mead,pool elevation,1171.45
1938-11-30,Mead,pool elevation,1168.68
1938-12-31,Mead,pool elevation,1168.67
1939-01-31,Mead,pool elevation,1165.39
1939-02-28,Mead,pool elevation,1157.41
1939-03-31,Mead,pool elevation,1158.20
1939-04-30,Mead,pool elevation,1162.92
1939-05-31,Mead,pool elevation,1176.19
1939-06-30,Mead,pool elevation,1183.47
1939-07-31,Mead,pool elevation,1181.29
1939-08-31,Mead,pool elevation,1177.34
1939-09-30,Mead,pool elevation,1178.93
1939-10-31,Mead,pool elevation,1176.11
1939-11-30,Mead,pool elevation,1173.06
1939-12-31,Mead,pool elevation,1169.93
1940-01-31,Mead,pool elevation,1166.89
1940-02-29,Mead,pool elevation,1166.02
1940-03-31,Mead,pool elevation,1164.67
1940-04-30,Mead,pool elevation,1164.85
1940-05-31,Mead,pool elevation,1175.35
1940-06-30,Mead,pool elevation,1182.15
1940-07-31,Mead,pool elevation,1179.79
1940-08-31,Mead,pool elevation,1176.07
1940-09-30,Mead,pool elevation,1174.33
1940-10-31,Mead,pool elevation,1173.75
1940-11-30,Mead,pool elevation,1169.81
1940-12-31,Mead,pool elevation,1168.06
1941-01-31,Mead,pool elevation,1167.08
1941-02-28,Mead,pool elevation,1167.54
1941-03-31,Mead,pool elevation,1170.36
1941-04-30,Mead,pool elevation,1175.71
1941-05-31,Mead,pool elevation,1201.26
1941-06-30,Mead,pool elevation,1215.52
1941-07-31,Mead,pool elevation,1220.42
1941-08-31,Mead,pool elevation,1216.49
1941-09-30,Mead,pool elevation,1209.83
1941-10-31,Mead,pool elevation,1211.23
1941-11-30,Mead,pool elevation,1205.58
1941-12-31,Mead,pool elevation,1195.79
1942-01-31,Mead,pool elevation,1184.82
1942-02-28,Mead,pool elevation,1176.73
1942-03-31,Mead,pool elevation,1171.26
1942-04-30,Mead,pool elevation,1182.92
1942-05-31,Mead,pool elevation,1195.50
1942-06-30,Mead,pool elevation,1212.93
1942-07-31,Mead,pool elevation,1213.20
1942-08-31,Mead,pool elevation,1210.38
1942-09-30,Mead,pool elevation,1205.02
1942-10-31,Mead,pool elevation,1199.23
1942-11-30,Mead,pool elevation,1194.04
1942-12-31,Mead,pool elevation,1188.50
1943-01-31,Mead,pool elevation,1182.96
1943-02-28,Mead,pool elevation,1179.60
1943-03-31,Mead,pool elevation,1177.02
1943-04-30,Mead,pool elevation,1180.60
1943-05-31,Mead,pool elevation,1188.77
1943-06-30,Mead,pool elevation,1199.41
1943-07-31,Mead,pool elevation,1201.55
1943-08-31,Mead,pool elevation,1199.63
1943-09-30,Mead,pool elevation,1195.70
1943-10-31,Mead,pool elevation,1189.89
1943-11-30,Mead,pool elevation,1184.50
1943-12-31,Mead,pool elevation,1178.33
1944-01-31,Mead,pool elevation,1170.92
1944-02-29,Mead,pool elevation,1164.22
1944-03-31,Mead,pool elevation,1158.41
1944-04-30,Mead,pool elevation,1158.10
1944-05-31,Mead,pool elevation,1173.20
1944-06-30,Mead,pool elevation,1194.84
1944-07-31,Mead,pool elevation,1199.53
1944-08-31,Mead,pool elevation,1193.92
1944-09-30,Mead,pool elevation,1187.12
1944-10-31,Mead,pool elevation,1180.60
1944-11-30,Mead,pool elevation,1174.57
1944-12-31,Mead,pool elevation,1168.00
1945-01-31,Mead,pool elevation,1161.27
1945-02-28,Mead,pool elevation,1155.75
1945-03-31,Mead,pool elevation,1149.62
1945-04-30,Mead,pool elevation,1147.42
1945-05-31,Mead,pool elevation,1161.29
1945-06-30,Mead,pool elevation,1174.55
1945-07-31,Mead,pool elevation,1180.69
1945-08-31,Mead,pool elevation,1182.00
1945-09-30,Mead,pool elevation,1177.95
1945-10-31,Mead,pool elevation,1173.62
1945-11-30,Mead,pool elevation,1168.96
1945-12-31,Mead,pool elevation,1163.36
1946-01-31,Mead,pool elevation,1157.54
1946-02-28,Mead,pool elevation,1151.64
1946-03-31,Mead,pool elevation,1147.47
1946-04-30,Mead,pool elevation,1148.20
1946-05-31,Mead,pool elevation,1155.15
1946-06-30,Mead,pool elevation,1163.95
1946-07-31,Mead,pool elevation,1163.28
1946-08-31,Mead,pool elevation,1161.26
1946-09-30,Mead,pool elevation,1157.65
1946-10-31,Mead,pool elevation,1153.90
1946-11-30,Mead,pool elevation,1151.67
1946-12-31,Mead,pool elevation,1148.53
1947-01-31,Mead,pool elevation,1142.60
1947-02-28,Mead,pool elevation,1138.11
1947-03-31,Mead,pool elevation,1135.38
1947-04-30,Mead,pool elevation,1134.49
1947-05-31,Mead,pool elevation,1151.93
1947-06-30,Mead,pool elevation,1169.64
1947-07-31,Mead,pool elevation,1177.18
1947-08-31,Mead,pool elevation,1180.13
1947-09-30,Mead,pool elevation,1178.02
1947-10-31,Mead,pool elevation,1177.88
1947-11-30,Mead,pool elevation,1175.24
1947-12-31,Mead,pool elevation,1170.58
1948-01-31,Mead,pool elevation,1164.52
1948-02-29,Mead,pool elevation,1158.80
1948-03-31,Mead,pool elevation,1154.51
1948-04-30,Mead,pool elevation,1158.77
1948-05-31,Mead,pool elevation,1175.95
1948-06-30,Mead,pool elevation,1192.15
1948-07-31,Mead,pool elevation,1190.32
1948-08-31,Mead,pool elevation,1186.95
1948-09-30,Mead,pool elevation,1180.82
1948-10-31,Mead,pool elevation,1175.99
1948-11-30,Mead,pool elevation,1171.05
1948-12-31,Mead,pool elevation,1165.00
1949-01-31,Mead,pool elevation,1158.04
1949-02-28,Mead,pool elevation,1150.99
1949-03-31,Mead,pool elevation,1147.12
1949-04-30,Mead,pool elevation,1148.25
1949-05-31,Mead,pool elevation,1164.43
1949-06-30,Mead,pool elevation,1189.04
1949-07-31,Mead,pool elevation,1196.61
1949-08-31,Mead,pool elevation,1193.17
1949-09-30,Mead,pool elevation,1186.86
1949-10-31,Mead,pool elevation,1181.20
1949-11-30,Mead,pool elevation,1176.96
1949-12-31,Mead,pool elevation,1170.12
1950-01-31,Mead,pool elevation,1162.47
1950-02-28,Mead,pool elevation,1156.70
1950-03-31,Mead,pool elevation,1151.75
1950-04-30,Mead,pool elevation,1152.13
1950-05-31,Mead,pool elevation,1158.57
1950-06-30,Mead,pool elevation,1173.95
1950-07-31,Mead,pool elevation,1177.15
1950-08-31,Mead,pool elevation,1173.41
1950-09-30,Mead,pool elevation,1168.87
1950-10-31,Mead,pool elevation,1164.43
1950-11-30,Mead,pool elevation,1160.19
1950-12-31,Mead,pool elevation,1156.62
1951-01-31,Mead,pool elevation,1151.47
1951-02-28,Mead,pool elevation,1148.02
1951-03-31,Mead,pool elevation,1144.07
1951-04-30,Mead,pool elevation,1141.34
1951-05-31,Mead,pool elevation,1146.16
1951-06-30,Mead,pool elevation,1163.53
1951-07-31,Mead,pool elevation,1168.17
1951-08-31,Mead,pool elevation,1167.00
1951-09-30,Mead,pool elevation,1163.75
1951-10-31,Mead,pool elevation,1160.42
1951-11-30,Mead,pool elevation,1157.25
1951-12-31,Mead,pool elevation,1153.12
1952-01-31,Mead,pool elevation,1149.06
1952-02-29,Mead,pool elevation,1142.00
1952-03-31,Mead,pool elevation,1133.99
1952-04-30,Mead,pool elevation,1141.96
1952-05-31,Mead,pool elevation,1171.53
1952-06-30,Mead,pool elevation,1198.06
1952-07-31,Mead,pool elevation,1199.88
1952-08-31,Mead,pool elevation,1195.74
1952-09-30,Mead,pool elevation,1190.00
1952-10-31,Mead,pool elevation,1183.20
1952-11-30,Mead,pool elevation,1176.48
1952-12-31,Mead,pool elevation,1169.13
1953-01-31,Mead,pool elevation,1162.56
1953-02-28,Mead,pool elevation,1157.12
1953-03-31,Mead,pool elevation,1152.42
1953-04-30,Mead,pool elevation,1148.40
1953-05-31,Mead,pool elevation,1147.33
1953-06-30,Mead,pool elevation,1165.05
1953-07-31,Mead,pool elevation,1165.78
1953-08-31,Mead,pool elevation,1163.38
1953-09-30,Mead,pool elevation,1157.67
1953-10-31,Mead,pool elevation,1153.04
1953-11-30,Mead,pool elevation,1150.06
1953-12-31,Mead,pool elevation,1145.78
1954-01-31,Mead,pool elevation,1141.44
1954-02-28,Mead,pool elevation,1138.22
1954-03-31,Mead,pool elevation,1134.08
1954-04-30,Mead,pool elevation,1130.26
1954-05-31,Mead,pool elevation,1130.76
1954-06-30,Mead,pool elevation,1129.88
1954-07-31,Mead,pool elevation,1126.25
1954-08-31,Mead,pool elevation,1120.82
1954-09-30,Mead,pool elevation,1115.39
1954-10-31,Mead,pool elevation,1112.90
1954-11-30,Mead,pool elevation,1109.74
1954-12-31,Mead,pool elevation,1105.48
1955-01-31,Mead,pool elevation,1100.77
1955-02-28,Mead,pool elevation,1096.14
1955-03-31,Mead,pool elevation,1092.78
1955-04-30,Mead,pool elevation,1089.64
1955-05-31,Mead,pool elevation,1095.78
1955-06-30,Mead,pool elevation,1105.82
1955-07-31,Mead,pool elevation,1103.48
1955-08-31,Mead,pool elevation,1102.71
1955-09-30,Mead,pool elevation,1098.50
1955-10-31,Mead,pool elevation,1095.11
1955-11-30,Mead,pool elevation,1092.69
1955-12-31,Mead,pool elevation,1091.04
1956-01-31,Mead,pool elevation,1089.20
1956-02-29,Mead,pool elevation,1087.06
1956-03-31,Mead,pool elevation,1083.49
1956-04-30,Mead,pool elevation,1083.81
1956-05-31,Mead,pool elevation,1098.00
1956-06-30,Mead,pool elevation,1116.48
1956-07-31,Mead,pool elevation,1114.40
1956-08-31,Mead,pool elevation,1110.66
1956-09-30,Mead,pool elevation,1105.82
1956-10-31,Mead,pool elevation,1102.20
1956-11-30,Mead,pool elevation,1099.35
1956-12-31,Mead,pool elevation,1097.28
1957-01-31,Mead,pool elevation,1095.05
1957-02-28,Mead,pool elevation,1094.32
1957-03-31,Mead,pool elevation,1092.17
1957-04-30,Mead,pool elevation,1091.00
1957-05-31,Mead,pool elevation,1109.31
1957-06-30,Mead,pool elevation,1150.75
1957-07-31,Mead,pool elevation,1175.97
1957-08-31,Mead,pool elevation,1182.34
1957-09-30,Mead,pool elevation,1182.52
1957-10-31,Mead,pool elevation,1182.59
1957-11-30,Mead,pool elevation,1181.72
1957-12-31,Mead,pool elevation,1177.55
1958-01-31,Mead,pool elevation,1170.95
1958-02-28,Mead,pool elevation,1168.56
1958-03-31,Mead,pool elevation,1163.54
1958-04-30,Mead,pool elevation,1164.61
1958-05-31,Mead,pool elevation,1185.37
1958-06-30,Mead,pool elevation,1205.43
1958-07-31,Mead,pool elevation,1203.39
1958-08-31,Mead,pool elevation,1198.97
1958-09-30,Mead,pool elevation,1195.57
1958-10-31,Mead,pool elevation,1192.52
1958-11-30,Mead,pool elevation,1189.60
1958-12-31,Mead,pool elevation,1185.91
1959-01-31,Mead,pool elevation,1182.47
1959-02-28,Mead,pool elevation,1180.06
1959-03-31,Mead,pool elevation,1176.57
1959-04-30,Mead,pool elevation,1172.66
1959-05-31,Mead,pool elevation,1172.58
1959-06-30,Mead,pool elevation,1179.87
1959-07-31,Mead,pool elevation,1179.32
1959-08-31,Mead,pool elevation,1175.66
1959-09-30,Mead,pool elevation,1171.13
1959-10-31,Mead,pool elevation,1169.38
1959-11-30,Mead,pool elevation,1168.69
1959-12-31,Mead,pool elevation,1167.13
1960-01-31,Mead,pool elevation,1165.10
1960-02-29,Mead,pool elevation,1163.80
1960-03-31,Mead,pool elevation,1164.19
1960-04-30,Mead,pool elevation,1169.87
1960-05-31,Mead,pool elevation,1175.04
1960-06-30,Mead,pool elevation,1183.64
1960-07-31,Mead,pool elevation,1181.30
1960-08-31,Mead,pool elevation,1175.19
1960-09-30,Mead,pool elevation,1170.38
1960-10-31,Mead,pool elevation,1168.52
1960-11-30,Mead,pool elevation,1167.51
1960-12-31,Mead,pool elevation,1165.19
1961-01-31,Mead,pool elevation,1162.61
1961-02-28,Mead,pool elevation,1160.77
1961-03-31,Mead,pool elevation,1156.23
1961-04-30,Mead,pool elevation,1153.45
1961-05-31,Mead,pool elevation,1154.32
1961-06-30,Mead,pool elevation,1161.22
1961-07-31,Mead,pool elevation,1157.64
1961-08-31,Mead,pool elevation,1154.10
1961-09-30,Mead,pool elevation,1153.82
1961-10-31,Mead,pool elevation,1155.16
1961-11-30,Mead,pool elevation,1155.23
1961-12-31,Mead,pool elevation,1154.63
1962-01-31,Mead,pool elevation,1153.59
1962-02-28,Mead,pool elevation,1156.54
1962-03-31,Mead,pool elevation,1154.78
1962-04-30,Mead,pool elevation,1165.70
1962-05-31,Mead,pool elevation,1185.46
1962-06-30,Mead,pool elevation,1198.15
1962-07-31,Mead,pool elevation,1204.00
1962-08-31,Mead,pool elevation,1200.87
1962-09-30,Mead,pool elevation,1197.65
1962-10-31,Mead,pool elevation,1196.70
1962-11-30,Mead,pool elevation,1195.09
1962-12-31,Mead,pool elevation,1193.19
1963-01-31,Mead,pool elevation,1190.96
1963-02-28,Mead,pool elevation,1189.66
1963-03-31,Mead,pool elevation,1185.05
1963-04-30,Mead,pool elevation,1179.00
1963-05-31,Mead,pool elevation,1172.40
1963-06-30,Mead,pool elevation,1167.16
1963-07-31,Mead,pool elevation,1160.30
1963-08-31,Mead,pool elevation,1153.90
1963-09-30,Mead,pool elevation,1149.03
1963-10-31,Mead,pool elevation,1144.99
1963-11-30,Mead,pool elevation,1141.50
1963-12-31,Mead,pool elevation,1136.93
1964-01-31,Mead,pool elevation,1131.74
1964-02-29,Mead,pool elevation,1128.40
1964-03-31,Mead,pool elevation,1123.85
1964-04-30,Mead,pool elevation,1123.41
1964-05-31,Mead,pool elevation,1119.32
1964-06-30,Mead,pool elevation,1112.47
1964-07-31,Mead,pool elevation,1103.84
1964-08-31,Mead,pool elevation,1098.58
1964-09-30,Mead,pool elevation,1093.49
1964-10-31,Mead,pool elevation,1090.12
1964-11-30,Mead,pool elevation,1089.02
1964-12-31,Mead,pool elevation,1088.14
1965-01-31,Mead,pool elevation,1089.83
1965-02-28,Mead,pool elevation,1090.63
1965-03-31,Mead,pool elevation,1088.31
1965-04-30,Mead,pool elevation,1094.57
1965-05-31,Mead,pool elevation,1110.08
1965-06-30,Mead,pool elevation,1125.69
1965-07-31,Mead,pool elevation,1124.33
1965-08-31,Mead,pool elevation,1124.32
1965-09-30,Mead,pool elevation,1124.79
1965-10-31,Mead,pool elevation,1125.90
1965-11-30,Mead,pool elevation,1127.93
1965-12-31,Mead,pool elevation,1129.74
1966-01-31,Mead,pool elevation,1132.24
1966-02-28,Mead,pool elevation,1133.05
1966-03-31,Mead,pool elevation,1132.24
1966-04-30,Mead,pool elevation,1132.15
1966-05-31,Mead,pool elevation,1133.07
1966-06-30,Mead,pool elevation,1132.70
1966-07-31,Mead,pool elevation,1130.32
1966-08-31,Mead,pool elevation,1128.21
1966-09-30,Mead,pool elevation,1127.59
1966-10-31,Mead,pool elevation,1128.42
1966-11-30,Mead,pool elevation,1129.72
1966-12-31,Mead,pool elevation,1132.05
1967-01-31,Mead,pool elevation,1133.42
1967-02-28,Mead,pool elevation,1133.31
1967-03-31,Mead,pool elevation,1131.65
1967-04-30,Mead,pool elevation,1131.72
1967-05-31,Mead,pool elevation,1131.49
1967-06-30,Mead,pool elevation,1130.40
1967-07-31,Mead,pool elevation,1128.81
1967-08-31,Mead,pool elevation,1128.44
1967-09-30,Mead,pool elevation,1130.20
1967-10-31,Mead,pool elevation,1128.67
1967-11-30,Mead,pool elevation,1127.71
1967-12-31,Mead,pool elevation,1129.84
1968-01-31,Mead,pool elevation,1132.07
1968-02-29,Mead,pool elevation,1132.54
1968-03-31,Mead,pool elevation,1132.79
1968-04-30,Mead,pool elevation,1134.15
1968-05-31,Mead,pool elevation,1135.18
1968-06-30,Mead,pool elevation,1136.23
1968-07-31,Mead,pool elevation,1136.76
1968-08-31,Mead,pool elevation,1136.89
1968-09-30,Mead,pool elevation,1136.44
1968-10-31,Mead,pool elevation,1137.46
1968-11-30,Mead,pool elevation,1139.05
1968-12-31,Mead,pool elevation,1139.65
1969-01-31,Mead,pool elevation,1140.46
1969-02-28,Mead,pool elevation,1140.67
1969-03-31,Mead,pool elevation,1139.94
1969-04-30,Mead,pool elevation,1140.79
1969-05-31,Mead,pool elevation,1141.26
1969-06-30,Mead,pool elevation,1141.79
1969-07-31,Mead,pool elevation,1143.32
1969-08-31,Mead,pool elevation,1145.31
1969-09-30,Mead,pool elevation,1146.86
1969-10-31,Mead,pool elevation,1147.22
1969-11-30,Mead,pool elevation,1149.71
